time,high,low,open,close
1613023800,44857.79,44798.96,44798.96,44849.05
1613023860,44850.44,44802.9,44849.05,44814.33
1613023920,44814.33,44788.96,44814.33,44796.43
1613023980,44800.66,44741.62,44796.43,44767.21
1613024040,44812.36,44767.21,44767.21,44797.14
1613024100,44806.54,44766.36,44797.14,44802.59
1613024160,44814.89,44795.86,44802.59,44812.49
1613024220,44867.86,44812.28,44812.49,44856.62
1613024280,44856.62,44810.11,44856.62,44818.72
1613024340,44827.74,44805.02,44818.72,44818.89
1613024400,44827.51,44764.19,44818.89,44764.51
1613024460,44871.25,44764.51,44764.51,44871.25
1613024520,44930.51,44867.89,44871.25,44920.83
1613024580,44920.83,44903.55,44920.83,44914.48
1613024640,44916.97,44885.09,44914.48,44885.22
1613024700,44901.52,44853.02,44885.22,44860.0
1613024760,44890.79,44860.0,44860.0,44880.94
1613024820,44883.82,44803.36,44880.94,44804.49
1613024880,44820.85,44778.5,44804.49,44783.59
1613024940,44803.48,44769.86,44783.59,44780.27
1613025000,44841.22,44779.63,44780.27,44840.47
1613025060,44861.7,44823.72,44840.47,44833.42
1613025120,44843.45,44774.16,44833.42,44778.23
1613025180,44812.67,44776.44,44778.23,44791.3
1613025240,44811.97,44790.29,44791.3,44791.41
1613025300,44795.39,44691.62,44791.41,44709.12
1613025360,44731.58,44704.7,44709.12,44718.72
1613025420,44718.72,44648.04,44718.72,44652.46
1613025480,44664.58,44529.45,44652.46,44540.76
1613025540,44554.49,44464.75,44540.76,44476.74
1613025600,44498.1,44457.97,44476.74,44462.4
1613025660,44501.96,44462.4,44462.4,44498.81
1613025720,44509.63,44485.85,44498.81,44490.16
1613025780,44512.62,44482.58,44490.16,44510.95
1613025840,44541.06,44499.11,44510.95,44541.06
1613025900,44554.39,44484.37,44541.06,44490.86
1613025960,44508.39,44490.09,44490.86,44496.89
1613026020,44514.47,44495.96,44496.89,44508.7
1613026080,44525.79,44503.02,44508.7,44521.84
1613026140,44566.33,44521.5,44521.84,44537.7
1613026200,44560.77,44537.17,44537.7,44560.54
1613026260,44584.01,44560.4,44560.54,44566.41
1613026320,44606.54,44566.41,44566.41,44591.25
1613026380,44591.6,44574.96,44591.25,44591.6
1613026440,44620.05,44590.18,44591.6,44606.47
1613026500,44606.47,44546.99,44606.47,44546.99
1613026560,44632.55,44544.71,44546.99,44629.25
1613026620,44629.25,44562.45,44629.25,44574.29
1613026680,44603.59,44544.17,44574.29,44564.0
1613026740,44611.33,44557.05,44564.0,44609.62
1613026800,44658.56,44608.92,44609.62,44641.77
1613026860,44641.89,44613.68,44641.77,44623.38
1613026920,44658.56,44619.1,44623.38,44656.82
1613026980,44701.65,44652.07,44656.82,44692.66
1613027040,44694.13,44676.23,44692.66,44676.23
1613027100,44688.74,44663.22,44676.23,44683.19
1613027160,44724.1,44683.17,44683.19,44716.23
1613027220,44764.21,44716.23,44716.23,44763.3
1613027280,45042.09,44749.04,44763.3,45029.76
1613027340,45117.78,45029.76,45029.76,45117.78
1613027400,45139.17,45100.09,45117.78,45100.09
1613027460,45106.9,45055.74,45100.09,45069.23
1613027520,45069.23,45036.13,45069.23,45056.09
1613027520,45069.23,45036.13,45069.23,45056.09
1613027580,45145.7,45056.09,45056.09,45134.39
1613027640,45134.41,45065.06,45134.39,45097.94
1613027700,45102.45,45072.59,45097.94,45072.59
1613027760,45122.21,45066.17,45072.59,45092.52
1613027820,45093.9,45065.12,45092.52,45073.72
1613027880,45077.54,45055.76,45073.72,45060.73
1613027940,45075.65,45060.73,45060.73,45069.3
1613028000,45094.75,45064.07,45069.3,45084.63
1613028060,45125.79,45082.34,45084.63,45119.14
1613028120,45119.14,45091.75,45119.14,45103.42
1613028180,45115.3,45103.42,45103.42,45103.91
1613028240,45116.1,45100.87,45103.91,45100.94
1613028300,45110.29,45087.48,45100.94,45087.48
1613028360,45110.8,45085.85,45087.48,45099.53
1613028420,45118.54,45084.19,45095.84,45097.11
1613028480,45106.88,45062.92,45100.22,45062.92
1613028540,45064.18,44990.04,45062.92,45001.38
1613028600,45054.23,45001.18,45001.38,45047.33
1613028660,45047.33,44978.26,45047.33,45004.77
1613028720,45073.38,45004.77,45004.77,45040.83
1613028780,45040.83,45006.73,45040.83,45028.75
1613028840,45063.09,45023.49,45028.75,45055.54
1613028900,45055.54,44988.12,45055.54,44989.24
1613028960,45018.59,44989.24,44989.24,45011.05
1613029020,45030.84,45007.59,45011.05,45021.88
1613029080,45058.49,45014.59,45021.88,45050.24
1613029140,45051.37,45011.49,45050.24,45011.49
1613029200,45030.23,45006.81,45011.49,45015.98
1613029260,45016.85,45003.69,45015.98,45003.69
1613029320,45016.4,44999.1,45003.69,44999.1
1613029380,45045.4,44976.01,45010.57,44994.07
1613029440,44996.85,44916.17,44996.85,44923.34
1613029500,44979.37,44918.73,44923.34,44948.17
1613029560,44968.95,44947.44,44948.17,44957.7
1613029620,44957.74,44902.6,44958.25,44902.6
1613029680,44933.06,44878.02,44932.12,44884.48
1613029740,44885.93,44825.65,44884.48,44839.85
1613029800,44839.85,44781.67,44839.85,44782.07
1613029860,44794.59,44716.2,44782.07,44755.61
1613029920,44811.25,44755.61,44755.61,44800.58
1613029980,44844.05,44800.47,44800.58,44810.72
1613030040,44836.03,44805.41,44810.72,44821.36
1613030100,44824.71,44807.38,44821.36,44807.38
1613030160,44824.45,44753.72,44807.38,44757.7
1613030220,44768.98,44746.7,44757.7,44767.84
1613030280,44792.08,44749.99,44767.84,44789.52
1613030340,44789.52,44728.78,44789.52,44745.11
1613030400,44797.38,44741.29,44745.11,44795.42
1613030460,44804.0,44774.47,44795.42,44804.0
1613030520,44813.56,44625.71,44804.0,44641.56
1613030580,44672.32,44610.08,44641.56,44610.08
1613030640,44673.98,44610.08,44610.08,44634.2
1613030700,44681.43,44634.2,44634.2,44659.82
1613030760,44716.81,44659.82,44659.82,44715.66
1613030820,44787.9,44715.66,44715.66,44751.16
1613030880,44755.49,44718.59,44751.16,44726.77
1613030940,44742.65,44717.5,44726.77,44717.5
1613031000,44729.05,44674.87,44717.5,44681.42
1613031060,44747.49,44686.29,44697.79,44747.24
1613031120,44843.88,44734.4,44734.4,44843.88
1613031180,44908.81,44803.02,44843.88,44803.02
1613031240,44803.02,44565.7,44803.02,44571.66
1613031300,44666.69,44571.66,44571.66,44663.31
1613031360,44700.09,44663.1,44663.31,44680.79
1613031420,44696.34,44663.24,44680.79,44681.98
1613031480,44719.26,44650.54,44681.98,44650.54
1613031540,44669.05,44632.04,44650.54,44657.35
1613031600,44687.87,44609.43,44657.35,44654.63
1613031660,44693.9,44652.99,44654.63,44693.37
1613031720,44713.18,44668.57,44693.37,44690.6
1613031780,44710.83,44672.98,44690.6,44692.51
1613031840,44706.54,44675.47,44692.51,44687.78
1613031900,44708.75,44664.44,44687.78,44664.6
1613031960,44710.1,44658.62,44664.6,44661.27
1613032020,44682.57,44658.66,44661.27,44663.91
1613032080,44738.06,44663.91,44663.91,44732.42
1613032140,44751.96,44713.41,44732.42,44749.95
1613032200,44853.41,44749.95,44749.95,44847.11
1613032260,44890.65,44847.11,44847.11,44882.21
1613032320,44902.23,44864.56,44882.21,44899.21
1613032380,44923.56,44898.44,44899.21,44923.56
1613032440,44925.94,44901.49,44923.56,44901.49
1613032500,44986.75,44897.68,44901.49,44940.61
1613032560,44983.75,44940.61,44940.61,44966.19
1613032620,45006.57,44966.19,44966.19,45006.57
1613032680,45016.53,44988.81,45006.57,45015.55
1613032740,45025.23,45015.55,45015.55,45021.84
1613032800,45027.88,44993.18,45021.84,45012.12
1613032860,45035.56,45007.83,45012.12,45023.28
1613032920,45035.15,45000.39,45023.28,45033.14
1613032980,45033.84,44998.41,45033.14,45015.23
1613033040,45088.68,45015.23,45015.23,45088.54
1613033100,45118.3,45039.48,45088.54,45045.81
1613033160,45061.26,44945.38,45045.81,44951.7
1613033220,45084.8,44951.7,44951.7,45081.74
1613033280,45111.78,45042.48,45081.74,45050.34
1613033340,45076.67,45036.12,45050.34,45076.67
1613033400,45085.13,45053.87,45076.67,45070.4
1613033460,45075.87,45008.23,45070.4,45031.67
1613033520,45046.85,45017.65,45031.67,45041.36
1613033520,45046.85,45017.65,45031.67,45041.36
