time,high,low,open,close
1612861800,46976.51,46876.46,46878.36,46973.14,direct,
1612861860,47011.15,46968.74,46973.14,46968.74,direct,
1612861920,47011.34,46820.57,46944.95,47007.22,invert_divide,ETH
1612861980,47003.06,46973.01,46996.73,46978.88,direct,
1612862040,46978.88,46838.98,46978.88,46838.98,direct,
1612862100,46884.6,46813.68,46838.98,46884.6,direct,
1612862160,46926.86,46884.6,46884.6,46909.47,direct,
1612862220,46969.18,46895.95,46909.47,46969.18,direct,
1612862280,47073.15,46964.1,46969.18,47052.02,direct,
1612862340,47055.4,47015.49,47052.02,47015.97,direct,
1612862400,47059.69,47014.72,47015.97,47024.66,direct,
1612862460,47044.61,47015.24,47024.66,47041.32,direct,
1612862520,47043.46,47023.36,47041.32,47024.32,direct,
1612862580,47034.72,47024.2,47024.32,47027.59,direct,
1612862640,47071.57,47027.59,47027.59,47035.11,direct,
1612862700,47037.24,46981.85,47035.11,46987.48,direct,
1612862760,47029.38,46976.24,46987.48,46991.36,direct,
1612862820,47017.98,46988.49,46991.36,46997.75,direct,
1612862880,47018.96,46930.6,46997.75,46930.6,direct,
1612862940,46945.17,46855.64,46930.6,46859.7,direct,
1612863000,46859.7,46793.68,46859.7,46801.43,direct,
1612863060,46809.86,46538.13,46801.43,46538.13,direct,
1612863120,46546.03,46508.2,46538.13,46519.4,direct,
1612863180,46520.57,46397.55,46519.4,46442.52,direct,
1612863240,46442.52,46336.87,46442.52,46336.87,direct,
1612863300,46400.43,46314.42,46336.87,46358.49,direct,
1612863360,46476.72,46355.85,46358.49,46427.25,direct,
1612863420,46462.19,46419.03,46427.25,46453.42,direct,
1612863480,46495.69,46423.6,46453.42,46424.21,direct,
1612863540,46483.96,46417.38,46424.21,46460.67,direct,
1612863600,46502.94,46446.65,46460.67,46490.21,direct,
1612863660,46507.91,46429.21,46490.21,46500.91,direct,
1612863720,46518.66,46427.32,46500.91,46434.91,direct,
1612863780,46447.61,46284.1,46434.91,46287.91,direct,
1612863840,46293.12,46081.42,46287.91,46086.55,direct,
1612863900,46324.3,46080.62,46086.55,46302.91,direct,
1612863960,46364.76,46294.81,46302.91,46364.76,direct,
1612864020,46463.71,46364.76,46364.76,46448.27,direct,
1612864080,46586.23,46439.08,46448.27,46555.94,direct,
1612864140,46573.05,46497.79,46555.94,46550.64,direct,
1612864200,46640.98,46545.27,46550.64,46629.07,direct,
1612864260,46643.55,46558.28,46629.07,46573.63,direct,
1612864320,46606.74,46557.12,46573.63,46585.57,direct,
1612864380,46603.45,46580.17,46585.57,46586.49,direct,
1612864440,46590.23,46357.11,46586.49,46391.36,direct,
1612864500,46530.67,46360.79,46391.36,46518.33,direct,
1612864560,46624.19,46518.33,46518.33,46576.25,direct,
1612864620,46601.02,46571.56,46576.25,46598.34,direct,
1612864680,46611.4,46569.64,46598.34,46581.15,direct,
1612864740,46582.53,46499.47,46581.15,46508.69,direct,
1612864800,46583.08,46452.58,46508.69,46583.08,direct,
1612864860,46610.18,46563.09,46583.08,46566.78,direct,
1612864920,46570.62,46462.54,46566.78,46493.28,direct,
1612864980,46521.53,46162.63,46493.28,46277.98,direct,
1612865040,46286.02,46192.65,46277.98,46219.59,direct,
1612865100,46227.3,46195.62,46219.59,46201.3,direct,
1612865160,46201.3,46036.28,46201.3,46110.73,direct,
1612865220,46138.08,46035.9,46110.73,46052.3,direct,
1612865280,46187.3,46052.3,46052.3,46148.1,direct,
1612865340,46243.95,46145.01,46148.1,46231.81,direct,
1612865400,46360.7,46209.4,46231.81,46360.61,direct,
1612865460,46373.42,46310.32,46360.61,46312.75,direct,
1612865520,46370.3,46307.51,46312.75,46367.55,direct,
1612865580,46373.08,46322.36,46367.55,46328.92,direct,
1612865640,46346.09,46274.9,46328.92,46288.12,direct,
1612865700,46339.6,46288.05,46288.12,46335.41,direct,
1612865760,46445.18,46335.41,46335.41,46424.33,direct,
1612865820,46524.9,46416.48,46424.33,46502.6,direct,
1612865880,46513.11,46451.8,46502.6,46457.68,direct,
1612865940,46466.51,46427.98,46457.68,46431.1,direct,
1612866000,46447.31,46299.91,46431.1,46302.68,direct,
1612866060,46302.68,46276.35,46302.68,46299.44,direct,
1612866120,46344.31,46297.65,46299.44,46310.1,direct,
1612866180,46310.1,46216.16,46310.1,46276.5,direct,
1612866240,46303.75,46276.5,46276.5,46298.63,direct,
1612866300,46298.98,46198.2,46298.63,46199.55,direct,
1612866360,46259.1,46183.02,46199.55,46259.1,direct,
1612866420,46424.08,46254.51,46259.1,46424.08,direct,
1612866480,46439.02,46400.69,46424.08,46400.69,direct,
1612866540,46406.01,46373.45,46400.69,46373.45,direct,
1612866600,46381.11,46297.25,46373.45,46311.61,direct,
1612866660,46401.87,46311.61,46311.61,46401.87,direct,
1612866720,46417.75,46392.56,46401.87,46417.75,direct,
1612866780,46575.81,46407.64,46417.75,46567.76,direct,
1612866840,46644.57,46556.61,46567.76,46611.14,direct,
1612866900,46611.14,46478.51,46611.14,46483.45,direct,
1612866960,46532.02,46455.32,46483.45,46505.57,direct,
1612867020,46508.25,46440.47,46505.57,46465.4,direct,
1612867080,46518.56,46465.4,46465.4,46492.36,direct,
1612867140,46578.59,46489.34,46492.36,46502.21,direct,
1612867200,46509.35,46457.8,46502.21,46462.36,direct,
1612867260,46501.64,46461.69,46462.36,46480.09,direct,
1612867320,46493.16,46472.22,46480.09,46482.77,direct,
1612867380,46482.77,46456.98,46482.77,46466.14,direct,
1612867440,46469.83,46372.34,46466.14,46372.34,direct,
1612867500,46427.0,46320.72,46372.34,46323.25,direct,
1612867560,46323.25,46241.45,46323.25,46250.84,direct,
1612867620,46261.71,46104.68,46250.84,46115.69,direct,
1612867680,46121.23,46079.89,46115.69,46079.89,direct,
1612867740,46082.4,45925.82,46079.89,45944.13,direct,
1612867800,45989.99,45885.2,45944.13,45978.13,direct,
1612867800,45989.99,45885.2,45944.13,45978.13,direct,
1612867860,45988.91,45816.11,45978.13,45870.57,direct,
1612867920,45895.69,45795.86,45870.57,45823.62,direct,
1612867980,45830.97,45792.94,45823.62,45802.74,direct,
1612868040,45903.25,45796.3,45802.74,45853.03,direct,
1612868100,45877.96,45793.94,45853.03,45819.14,direct,
1612868160,45821.8,45715.06,45819.14,45718.94,direct,
1612868220,45774.49,45634.53,45718.94,45646.47,direct,
1612868280,45747.53,45628.53,45646.47,45667.36,direct,
1612868340,45738.96,45661.36,45667.36,45662.6,direct,
1612868400,45855.03,45662.6,45662.6,45851.29,direct,
1612868460,45955.78,45848.5,45851.29,45945.01,direct,
1612868520,46006.49,45943.14,45945.01,45955.65,direct,
1612868580,45955.65,45813.26,45955.65,45869.32,direct,
1612868640,45870.9,45811.36,45869.32,45850.0,direct,
1612868700,45913.97,45832.42,45850.0,45896.17,direct,
1612868760,45942.69,45879.27,45896.17,45918.81,direct,
1612868820,45934.03,45896.67,45918.81,45930.93,direct,
1612868880,45935.0,45894.66,45930.93,45919.43,direct,
1612868940,45921.26,45819.52,45919.43,45819.59,direct,
1612869000,45819.59,45678.07,45819.59,45759.62,direct,
1612869060,45891.56,45743.33,45759.62,45885.21,direct,
1612869120,45925.25,45851.71,45885.21,45918.7,direct,
1612869180,45937.5,45854.9,45918.7,45854.9,direct,
1612869240,45860.4,45773.48,45854.9,45802.51,direct,
